"Unnamed: 0","annotation_id","annotator","choice","created_at","id","image","labels","lead_time","q1","q2","response_1","response_2","sentiment_1","sentiment_2","updated_at"
70881,20994,"1","Drivable road","2024-07-13T02:36:26.158806Z",54,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_51ac7e2c7d21b44621cdce5082d53f6b.jpg","",1.741,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be from recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:36:26.158827Z"
84756,20398,"1","Drivable road","2024-07-13T01:10:05.248829Z",55,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c410a9d5ac70a1319f012457a4d47034.jpg","",1.204,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:10:05.248849Z"
133842,21178,"1","Drivable road","2024-07-13T02:51:28.461345Z",56,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2742dcc4bda7d3692ac82e713411067d.jpg","",1.509,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:51:28.461366Z"
119721,20999,"1","Drivable road","2024-07-13T02:36:57.941719Z",57,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1d12ba6c5bb974112c88776bbc5c2f4a.jpg","",0.968,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the reflections of the vehicles and buildings.",0,0,"2024-07-13T02:36:57.941741Z"
49411,20956,"1","Drivable road","2024-07-13T02:31:34.093500Z",58,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_950c084c5b0dc5ff37e85e5cd3a95492.jpg","",2.402,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the wet surface.",1,1,"2024-07-13T02:31:34.093522Z"
105638,20940,"1","Drivable road","2024-07-13T02:26:47.842652Z",59,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_be8632a6c9c56cc3deb5afc976c97db4.jpg","",0.845,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T02:26:47.842672Z"
126797,20318,"1","Drivable road","2024-07-13T01:05:49.719822Z",60,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e4515596227938b68a46e22b426e24c0.jpg","",1.408,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation or puddles that would indicate flooding.",0,0,"2024-07-13T01:05:49.719841Z"
6061,20444,"1","Drivable road","2024-07-13T01:13:01.474872Z",61,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8c615749eb93de0d7ce04a0c6bf5be1e.jpg","",0.981,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water droplets on the windshield suggest recent rain, but the road surface appears dry and the traffic is moving normally.",0,0,"2024-07-13T01:13:01.474893Z"
55010,20479,"1","Drivable road","2024-07-13T01:14:21.708739Z",62,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e9bf37c113d56918f6ce845df9d2cf2f.jpg","",0.871,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T01:14:21.708759Z"
109648,20520,"1","Drivable road","2024-07-13T01:15:40.291568Z",63,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a5c4b838d2f25c1a8989a37de8073ac6.jpg","",0.904,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T01:15:40.291587Z"
58257,20447,"1","Drivable road","2024-07-13T01:13:05.512208Z",64,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_87919f257722843efd571c8908e463ca.jpg","",1.089,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation on the road or the sidewalks.",0,0,"2024-07-13T01:13:05.512229Z"
141556,21139,"1","Drivable road","2024-07-13T02:49:13.797378Z",65,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2289a1d50a1a7d18bd699e92a4827ac9.jpg","",2.09,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:49:13.797399Z"
121259,20670,"1","Flooded road","2024-07-13T01:21:37.062963Z",66,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_923b9fb030d280ba010e90d91557b1c0.jpg","",1.943,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the car in the foreground.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a vehicle partially submerged.",1,1,"2024-07-13T01:21:37.062983Z"
50112,21035,"1","Drivable road","2024-07-13T02:40:56.615587Z",67,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2b22396d83f0ab19a8dc197cd8eb1096.jpg","",0.785,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears dry and clear, with no signs of water accumulation or disruption to the usual traffic flow.",0,0,"2024-07-13T02:40:56.615607Z"
21661,20265,"1","Flooded road","2024-07-13T00:52:14.513477Z",68,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f7245fe92e868e4382559ea9d81dde58.jpg","",1.618,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T00:52:14.513497Z"
146266,20522,"1","Flooded road","2024-07-13T01:15:43.186480Z",69,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c31439de50c5ff5fe02f3270291b86b1.jpg","",0.981,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a hazardous condition.",1,1,"2024-07-13T01:15:43.186500Z"
120590,21144,"1","Drivable road","2024-07-13T02:49:38.949062Z",70,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_85856021c892f5bfacd3775b63a29074.jpg","",0.932,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street is not flooded.",0,0,"2024-07-13T02:49:38.949080Z"
4144,20511,"1","Drivable road","2024-07-13T01:15:27.072777Z",71,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_680ba3f00419a7ac6ab76773f1d2b7f7.jpg","",2.505,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the car and the splashes caused by the vehicle's movement.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the splashes around the vehicles, indicating recent or ongoing rainfall.",1,1,"2024-07-13T01:15:27.072797Z"
