,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry
16029,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dc57fe976fd981170a766f16f34d06de.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible puddles.",,1,1,nlbx_dc57fe976fd981170a766f16f34d06de,21620,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/62926/fod_57E629DC-A05C-4D23-A77C-A625BE1A2F89.jpg,9.4375,1695996996795,-14400,631243922951169535,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/62926/fod_57E629DC-A05C-4D23-A77C-A625BE1A2F89.jpg,NORTH,0.8893726468086243,DAYLIGHT,-73.851239,40.755419,9184353174,274324866,UNCLASSIFIED,6.312439229511695e+17,604222325285453823,POINT (1025464.2777740646 214531.4589426449)
16290,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_33817ef1174295da3192684b0cee564d.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant depth that can pose significant risks to vehicles.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible reflections on the surface.",,1,1,nlbx_33817ef1174295da3192684b0cee564d,35446,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/bb899/fod_7BF51B1B-6732-4367-8713-DB6C4F4A0B00.jpg,109.0625,1695991439788,-14400,631243922524350975,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/bb899/fod_7BF51B1B-6732-4367-8713-DB6C4F4A0B00.jpg,EAST,0.764163076877594,DAYLIGHT,-73.852745,40.671574,8721915704,598644009,TRUNK,6.31243922524351e+17,604222324882800639,POINT (1025098.4213448262 183983.48728772724)
17300,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ccaca85d9b46a79ba40215cb4c97d621.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged vehicles and the depth of the water reaching the lower parts of the street signs and traffic lights.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_ccaca85d9b46a79ba40215cb4c97d621,42862,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f3ca0/fod_838CBC00-5F28-4405-B108-6FD860FF6135.jpg,98.02401733398438,1695992048970,-14400,631243922738776063,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f3ca0/fod_838CBC00-5F28-4405-B108-6FD860FF6135.jpg,EAST,0.8225241899490356,DAYLIGHT,-73.938381,40.74057,6721049753,9981973322,UNCLASSIFIED,6.31243922738776e+17,604222325017018367,POINT (1001325.3344412299 209092.463720062)
17510,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6d7c9d395c4dcf0c48d02a50ea40daea.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicles.",,1,1,nlbx_6d7c9d395c4dcf0c48d02a50ea40daea,16381,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/ded31/fod_BABDF64E-5678-4935-A82E-99BA47BA71FD.jpg,208.25,1696010128445,-14400,631243949843023359,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/ded31/fod_BABDF64E-5678-4935-A82E-99BA47BA71FD.jpg,SOUTH_WEST,0.7949714064598083,DAYLIGHT,-74.002217,40.760936,4215936934,8666573689,TRUNK,6.312439498430234e+17,604222352128999423,POINT (983635.7527061444 216506.42570799572)
18810,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4dc744c9a6986f425f795e45c40250ad.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the significant splashes as they move through it.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of vehicles navigating through it.",,1,1,nlbx_4dc744c9a6986f425f795e45c40250ad,486,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/8b877/fod_DD4FF89B-B524-4C59-BBBC-1F25A6E2D6D4.jpg,82.58199932315055,1696008909305,-14400,631243934230046207,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/8b877/fod_DD4FF89B-B524-4C59-BBBC-1F25A6E2D6D4.jpg,EAST,0.6637827157974243,DAYLIGHT,-73.807792,40.590905,42844749,5123190905,PRIMARY,6.312439342300462e+17,604222336559742975,POINT (1037632.8492613113 154617.8461877517)
18962,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a74be2af8487d02b4a51808573767f92.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a person walking through the water.",,1,1,nlbx_a74be2af8487d02b4a51808573767f92,6071,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f62ee/fod_183B43E3-41F7-4949-BAF1-782221F88A7B.jpg,81.6967544555664,1695997304847,-14400,631243950346738175,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f62ee/fod_183B43E3-41F7-4949-BAF1-782221F88A7B.jpg,EAST,0.6324713230133057,DAYLIGHT,-73.999651,40.574996,9895938136,42508991,RESIDENTIAL,6.312439503467382e+17,604222352665870335,POINT (984346.9917388242 148763.0682026906)
19064,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3a59e76411ca2fc5c90741a0ca905ae0.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the fact that the water level is higher than the wheels of the car in the foreground.","Yes, the street is flooded, as evidenced by the water covering the road and the reflections of the vehicles on the wet surface.",,1,1,nlbx_3a59e76411ca2fc5c90741a0ca905ae0,4427,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/8c158/fod_623568CA-E884-486D-A172-FD5B8DCCF049.jpg,333.75,1695994280171,-14400,631243923147514367,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/8c158/fod_623568CA-E884-486D-A172-FD5B8DCCF049.jpg,NORTH_WEST,0.7679388523101807,DAYLIGHT,-73.774814,40.717654,9910734566,42806932,TERTIARY,6.312439231475144e+17,604222325419671551,POINT (1046673.2254245364 200817.74706693005)
19152,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9d225b4d69fada1396661a11c9d157cd.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles parked on the side.",,1,1,nlbx_9d225b4d69fada1396661a11c9d157cd,23830,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/3cf59/fod_5D912F2F-B4AB-40CA-9012-2BE84D5F0175.jpg,8.4296875,1695992717615,-14400,631243950307247103,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/3cf59/fod_5D912F2F-B4AB-40CA-9012-2BE84D5F0175.jpg,NORTH,0.8221046328544617,DAYLIGHT,-73.974261,40.588175,8417439827,42521351,SECONDARY,6.312439503072471e+17,604222352665870335,POINT (991398.9402325535 153565.58723133904)
19771,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_38f8f90e1b3a6c5a879950bc3d0921ab.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water, which is evident from the submerged vehicles and the depth of the water on the ground.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, which are typically used to manage floodwaters and redirect traffic.",,1,1,nlbx_38f8f90e1b3a6c5a879950bc3d0921ab,24095,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/ad016/fod_8A2218C9-817B-459A-BA9F-A9D17C77F781.jpg,312.8736877441406,1695995921684,-14400,631243922559555583,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/ad016/fod_8A2218C9-817B-459A-BA9F-A9D17C77F781.jpg,NORTH_WEST,0.9548969268798828,DAYLIGHT,-73.902705,40.678438,1247862729,9140630144,PRIMARY,6.312439225595556e+17,604222324882800639,POINT (1011236.7744480541 186464.86552410314)
19869,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_64a327130a463852b6b8d7d443c20e0c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant hazard for vehicles and pedestrians.","Yes, the street in the image is flooded, with water covering the road and surrounding areas.",,1,1,nlbx_64a327130a463852b6b8d7d443c20e0c,891,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e04a5/fod_007B8F7E-8323-436E-99FB-32638F911F19.jpg,351.5,1696013059067,-14400,631243934827695615,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e04a5/fod_007B8F7E-8323-436E-99FB-32638F911F19.jpg,NORTH,0.6437000036239624,DAYLIGHT,-73.726368,40.654853,5844444731,9951219962,TERTIARY,6.312439348276956e+17,604222337096613887,POINT (1060174.2473512257 177975.8698011441)
20547,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_00ebaebcd038856b38a9e4dee56b9a7d.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street is flooded, as evidenced by the water covering the road and the visible waterline on the vehicles.",,1,1,nlbx_00ebaebcd038856b38a9e4dee56b9a7d,44182,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/1a2cc/fod_7511E341-7532-4756-AFD1-29944339E7C9.jpg,350.5,1695997224389,-14400,631243922070690815,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/1a2cc/fod_7511E341-7532-4756-AFD1-29944339E7C9.jpg,NORTH,0.7287744283676147,DAYLIGHT,-73.873579,40.831472,6215332619,6215332604,MOTORWAY,6.312439220706908e+17,604222324345929727,POINT (1019234.9670007512 242230.39214617468)
21084,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_29ad4f7199b325dc4a8ac97d4ce19c5b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a closed-off area.",,1,1,nlbx_29ad4f7199b325dc4a8ac97d4ce19c5b,10450,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/8da0d/fod_BF15FBA1-F51C-4DFF-8468-B363EA3B9C82.jpg,235.25,1695998735425,-14400,631243920529032703,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/8da0d/fod_BF15FBA1-F51C-4DFF-8468-B363EA3B9C82.jpg,SOUTH_WEST,0.8135913014411926,DAYLIGHT,-73.734017,40.738837,9675162371,4556435823,PRIMARY,6.312439205290327e+17,604222322869534719,POINT (1057958.977668564 208567.05819380132)
24095,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ebf462de9394fcb8c320ef0bfadf2a93.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding conditions.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles driving through it.",,1,1,nlbx_ebf462de9394fcb8c320ef0bfadf2a93,3908,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/28423/fod_E5946454-999D-4F21-900C-ADFEF8E621DD.jpg,151.5771484375,1696003500051,-14400,631243920555492863,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/28423/fod_E5946454-999D-4F21-900C-ADFEF8E621DD.jpg,SOUTH_EAST,0.6126666069030762,DAYLIGHT,-73.769996,40.731492,9826103739,42868433,PRIMARY,6.312439205554929e+17,604222322869534719,POINT (1047995.5681399081 205862.81575047298)
24919,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_227885de9e8bdf2ebb2f95802c8f64eb.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the roadway and the reflections on the surface.",,1,1,nlbx_227885de9e8bdf2ebb2f95802c8f64eb,33215,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e276f/fod_5EF20E4B-4A21-4DEE-A103-D26147E09CE3.jpg,342.25,1696003620638,-14400,631243921467770367,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e276f/fod_5EF20E4B-4A21-4DEE-A103-D26147E09CE3.jpg,NORTH,0.7424798607826233,DAYLIGHT,-73.942957,40.778265,9178967033,371198770,MOTORWAY,6.312439214677704e+17,604222323809058815,POINT (1000048.3168391968 222825.10681962164)
26439,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7774a76197e4b8a78f6e3b83f783bdda.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street is flooded, as evidenced by the water level reaching the wheels of the cars and the presence of puddles and splashes around the vehicles.",,1,1,nlbx_7774a76197e4b8a78f6e3b83f783bdda,34399,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/af77b/fod_4826FA92-367B-4BA5-9C38-41FC72793F12.jpg,183.875,1695994308592,-14400,631243923289322495,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/af77b/fod_4826FA92-367B-4BA5-9C38-41FC72793F12.jpg,SOUTH,0.7671492099761963,DAYLIGHT,-73.929887,40.80005,371225088,3786728565,MOTORWAY,6.312439232893225e+17,604222325553889279,POINT (1003661.7748226882 230764.74571832168)
27798,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cabb6a0862c1614034d7cf669244bf52.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the truck in the foreground.","Yes, the street in the image is flooded, with water reaching up to the wheels of the trucks, indicating a significant level of water accumulation.",,1,1,nlbx_cabb6a0862c1614034d7cf669244bf52,29670,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/affe3/fod_0AF4FEE2-64DC-47A8-9E6F-387AA58A8BE1.jpg,126.55242156982422,1695997899162,-14400,631243923293834751,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/affe3/fod_0AF4FEE2-64DC-47A8-9E6F-387AA58A8BE1.jpg,SOUTH_EAST,0.8345003128051758,DAYLIGHT,-73.909726,40.801659,9910669568,42719489,UNCLASSIFIED,6.312439232938348e+17,604222325553889279,POINT (1009243.0486243771 231356.0790725864)
29701,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d7070fd295fd731f44bd60b1d64ed06e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_d7070fd295fd731f44bd60b1d64ed06e,22772,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/78cfb/fod_CFAF0A38-FDBE-40AC-B159-472B68CEEAC2.jpg,128.44455090211213,1696009766668,-14400,631243922953290239,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/78cfb/fod_CFAF0A38-FDBE-40AC-B159-472B68CEEAC2.jpg,SOUTH_EAST,0.7347846031188965,DAYLIGHT,-73.865572,40.767111,7808314516,5340941706,TERTIARY,6.312439229532902e+17,604222325285453823,POINT (1021486.7729610873 218784.80126880828)
