,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry,choice,pred,tp,fp,tn,fn
72686,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d99201160c27617ee3bf70b668cfefaa.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water, which is evident from the submerged vehicles and the depth of the water on the road.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles driving through it.",,1,1,nlbx_d99201160c27617ee3bf70b668cfefaa,29172,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/05ecb/fod_55E52106-35F1-477F-B85E-C47079673268.jpg,5.48828125,1695989824668,-14400,631243950313360383,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/05ecb/fod_55E52106-35F1-477F-B85E-C47079673268.jpg,NORTH,0.7917522192001343,DAYLIGHT,-73.96831,40.576074,10207380807,9408378639,RESIDENTIAL,6.312439503133604e+17,604222352665870335,POINT (993053.4101186468 149157.42938711794),1.0,1.0,1.0,0.0,0.0,0.0
78169,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_46cf4c5a4ad80fc353804548dec86496.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being partially submerged.",,1,1,nlbx_46cf4c5a4ad80fc353804548dec86496,16861,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/16988/fod_C52EE14A-F1E2-452A-BBA4-1AA55B1A53A7.jpg,210.75,1695993803932,-14400,631243921513689599,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/16988/fod_C52EE14A-F1E2-452A-BBA4-1AA55B1A53A7.jpg,SOUTH_WEST,0.9473174214363098,DAYLIGHT,-73.965577,40.813164,7908589009,61261075,MOTORWAY,6.312439215136896e+17,604222323809058815,POINT (993778.5775443955 235536.71613163484),1.0,1.0,1.0,0.0,0.0,0.0
80367,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_aedc1281b8e248d5ff26488d14c39bcb.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_aedc1281b8e248d5ff26488d14c39bcb,9627,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/095df/fod_504D0B20-38F0-4DE4-B744-C154BFD4EF47.jpg,276.5,1695996581022,-14400,631243949980694527,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/095df/fod_504D0B20-38F0-4DE4-B744-C154BFD4EF47.jpg,WEST,0.6971740126609802,DAYLIGHT,-73.978208,40.696424,5789979594,5789979598,SECONDARY,6.312439499806945e+17,604222352263217151,POINT (990292.7974697881 193003.4226175092),1.0,1.0,1.0,0.0,0.0,0.0
82240,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5ada55bbb114df1f46745748693f8e19.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the visible reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_5ada55bbb114df1f46745748693f8e19,545,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2bcd4/fod_BA4B8140-8CFE-458B-83B0-A07C80B79ABE.jpg,207.0,1695993086574,-14400,631243951181260287,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2bcd4/fod_BA4B8140-8CFE-458B-83B0-A07C80B79ABE.jpg,SOUTH_WEST,1.0,DAYLIGHT,-73.986664,40.67292,4202846209,1372888555,PRIMARY,6.312439511812603e+17,604222353471176703,POINT (987949.299425622 184439.74188090884),1.0,1.0,1.0,0.0,0.0,0.0
85639,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a6672ce8c065364ac792158a63e98895.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_a6672ce8c065364ac792158a63e98895,1429,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/5a0e2/fod_4214CF68-D0A8-4213-A2DE-27C436EC05ED.jpg,164.25,1696002788222,-14400,631243934828508671,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/5a0e2/fod_4214CF68-D0A8-4213-A2DE-27C436EC05ED.jpg,SOUTH,0.7703990936279297,DAYLIGHT,-73.726927,40.65811,7771044863,7771044864,TERTIARY,6.312439348285087e+17,604222337096613887,POINT (1060015.443549628 179161.99592066932),1.0,1.0,1.0,0.0,0.0,0.0
88149,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a1e1061dfd355bf47199d937ed14f119.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones indicating a hazardous area.",,1,1,nlbx_a1e1061dfd355bf47199d937ed14f119,687,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/78163/fod_6D2A6D9B-1828-4262-A0DF-C8EF0C7FB0C9.jpg,348.18719482421875,1696004388307,-14400,631243945012849663,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/78163/fod_6D2A6D9B-1828-4262-A0DF-C8EF0C7FB0C9.jpg,NORTH,0.8170171976089478,DAYLIGHT,-74.163468,40.593213,6860719982,5742374817,TERTIARY,6.312439450128497e+17,604222347297161215,POINT (938850.9494250694 155442.31374347754),1.0,1.0,1.0,0.0,0.0,0.0
88272,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5fa4fd9a78905da9327f7d4b755512c8.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is indicative of significant flooding.","Yes, the street in the image is flooded, with water reaching up to the wheels of the cars.",,1,1,nlbx_5fa4fd9a78905da9327f7d4b755512c8,13664,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/52fcf/fod_A1BC535C-8E01-4203-8F79-6EA0F10CEE23.jpg,94.78817749023438,1695990951174,-14400,631243922862414335,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/52fcf/fod_A1BC535C-8E01-4203-8F79-6EA0F10CEE23.jpg,EAST,0.6542209386825562,DAYLIGHT,-73.92252,40.713929,5482675500,5515218192,SECONDARY,6.312439228624143e+17,604222325151236095,POINT (1005729.2160775908 199389.8059035307),1.0,1.0,1.0,0.0,0.0,0.0
91546,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_42c11263b086adae35d9ed678b32b828.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the buses and cars.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_42c11263b086adae35d9ed678b32b828,31751,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/64c0d/fod_84E24E71-7230-450C-BC48-BD3D040D665B.jpg,127.54084777832033,1695992208530,-14400,631243950297521151,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/64c0d/fod_84E24E71-7230-450C-BC48-BD3D040D665B.jpg,SOUTH_EAST,0.8122761845588684,DAYLIGHT,-73.985036,40.59662,9241645409,3627488985,SECONDARY,6.312439502975212e+17,604222352665870335,POINT (988405.693854764 156641.6166947975),1.0,1.0,1.0,0.0,0.0,0.0
91993,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_915bac85caaa67e2077c5e30ee4d666f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of traffic cones indicating a hazardous condition.",,1,1,nlbx_915bac85caaa67e2077c5e30ee4d666f,22790,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/31bea/fod_2ADFCFB4-D081-4ED4-8FBD-CDE76E2A0B7D.jpg,318.180325089823,1695992188428,-14400,631243922953297407,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/31bea/fod_2ADFCFB4-D081-4ED4-8FBD-CDE76E2A0B7D.jpg,NORTH_WEST,0.8096246123313904,DAYLIGHT,-73.865321,40.766943,42842408,5340941706,TERTIARY,6.312439229532974e+17,604222325285453823,POINT (1021556.3945869615 218723.70038555173),1.0,1.0,1.0,0.0,0.0,0.0
92868,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d5b366f104840dbd040904f310e99a82.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_d5b366f104840dbd040904f310e99a82,9188,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f93db/fod_50AD20C0-7B9F-4B15-8388-9540232B8FE1.jpg,42.005149841308594,1695999090210,-14400,631243922029538815,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f93db/fod_50AD20C0-7B9F-4B15-8388-9540232B8FE1.jpg,NORTH_EAST,0.74724280834198,DAYLIGHT,-73.927603,40.812132,9163778718,9163778717,RESIDENTIAL,6.312439220295388e+17,604222324345929727,POINT (1004290.4958006386 235167.15053364474),1.0,1.0,1.0,0.0,0.0,0.0
95205,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c3644ccc2ced6f14249438be27fbf95f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the submerged traffic cones.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a hazardous condition.",,1,1,nlbx_c3644ccc2ced6f14249438be27fbf95f,12794,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/8ebc6/fod_72872B47-5F18-4699-B8DC-A0A381335F15.jpg,79.90093994140625,1695992050478,-14400,631243949982458367,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/8ebc6/fod_72872B47-5F18-4699-B8DC-A0A381335F15.jpg,EAST,0.738224983215332,DAYLIGHT,-73.996591,40.709161,9907939577,8276469282,PRIMARY,6.312439499824584e+17,604222352263217151,POINT (985195.0723576973 197643.15828383545),1.0,1.0,1.0,0.0,0.0,0.0
97479,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_546a06bcf9747f3f5868098d88b17141.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the wheels of the cars parked along the side.",,1,1,nlbx_546a06bcf9747f3f5868098d88b17141,16168,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/7bd9b/fod_237AFC70-2493-4B82-9E36-FF5EC6BA3B9F.jpg,79.9375,1696001060192,-14400,631243950351883775,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/7bd9b/fod_237AFC70-2493-4B82-9E36-FF5EC6BA3B9F.jpg,EAST,0.874649167060852,DAYLIGHT,-74.000571,40.577198,10243671252,10131646200,SECONDARY,6.312439503518838e+17,604222352665870335,POINT (984091.418907688 149565.31297314807),1.0,1.0,1.0,0.0,0.0,0.0
100095,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5bdac20c7c36685e7674ccfd5b0e2276.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the fact that the water level is higher than the curbs.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a hazardous condition.",,1,1,nlbx_5bdac20c7c36685e7674ccfd5b0e2276,24425,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/71533/fod_B6827CC3-0079-4B56-A6B5-0E2523A08ED4.jpg,303.75,1695996850278,-14400,631243922029292543,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/71533/fod_B6827CC3-0079-4B56-A6B5-0E2523A08ED4.jpg,NORTH_WEST,0.713567316532135,DAYLIGHT,-73.929317,40.80761,4207700491,9908642160,PRIMARY,6.312439220292925e+17,604222324345929727,POINT (1003817.3648303603 233519.2406061274),1.0,1.0,1.0,0.0,0.0,0.0
100397,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_bb1cdd6d593f07b01ffb7e507318ced6.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_bb1cdd6d593f07b01ffb7e507318ced6,29979,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4cb02/fod_148B9B95-A30A-425F-B546-A7ACF4CD7225.jpg,2.405766248703003,1695991501698,-14400,631243950325827071,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4cb02/fod_148B9B95-A30A-425F-B546-A7ACF4CD7225.jpg,NORTH,0.732428789138794,DAYLIGHT,-73.974484,40.584273,7686712488,6854166487,SECONDARY,6.312439503258271e+17,604222352665870335,POINT (991337.4193229041 152143.96969645916),1.0,1.0,1.0,0.0,0.0,0.0
103257,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3fb74e2f81a8b869c5ce7a6650341162.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, with water reaching up to the wheels of the cars.",,1,1,nlbx_3fb74e2f81a8b869c5ce7a6650341162,4862,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9d582/fod_21D38543-0551-4461-829F-F5825FD0A343.jpg,75.1875,1696001040191,-14400,631243950351761919,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9d582/fod_21D38543-0551-4461-829F-F5825FD0A343.jpg,EAST,0.8052129149436951,DAYLIGHT,-74.001871,40.577052,42505040,10243671249,SECONDARY,6.312439503517619e+17,604222352665870335,POINT (983730.2892194234 149512.1263031226),1.0,1.0,1.0,0.0,0.0,0.0
103710,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f2948ad8b46c164eec44232346634201.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible reflections on the wet surface.",,1,1,nlbx_f2948ad8b46c164eec44232346634201,46967,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/a16a7/fod_DBD8B97F-5C35-455C-BDC3-4CA5C2C10F7E.jpg,217.6097412109375,1696016524184,-14400,631243922733292543,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/a16a7/fod_DBD8B97F-5C35-455C-BDC3-4CA5C2C10F7E.jpg,SOUTH_WEST,0.7051442265510559,DAYLIGHT,-73.922195,40.733106,277386792,9194885974,MOTORWAY_LINK,6.312439227332925e+17,604222325017018367,POINT (1005813.0981261546 206376.6666392944),1.0,1.0,1.0,0.0,0.0,0.0
111194,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7c7e9dfb9e8a975855aca9bc3381c060.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street is flooded.",,1,1,nlbx_7c7e9dfb9e8a975855aca9bc3381c060,8258,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/49045/fod_24007638-42C2-435D-8448-4BD78BAD602F.jpg,284.25,1695990740370,-14400,631243922417075199,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/49045/fod_24007638-42C2-435D-8448-4BD78BAD602F.jpg,WEST,0.7809836864471436,DAYLIGHT,-73.927039,40.729032,9194902824,10087637185,SECONDARY,6.312439224170752e+17,604222324748582911,POINT (1004471.8528709522 204891.22195843462),1.0,1.0,1.0,0.0,0.0,0.0
